episode,task,policy,outcome,frames,seconds,closures,closures_per_s,closed_frac
1260,eye_drops_to_shelf,diffusion,failure,417,20.9,6,0.2878,0.813
1261,eye_drops_to_shelf,diffusion,failure,416,20.8,5,0.2404,0.748
1262,eye_drops_to_shelf,diffusion,failure,417,20.9,5,0.2398,0.772
1263,eye_drops_to_shelf,diffusion,failure,401,20.1,6,0.2993,0.651
1264,eye_drops_to_shelf,diffusion,failure,354,17.7,5,0.2825,0.788
1265,eye_drops_to_shelf,diffusion,failure,417,20.9,4,0.1918,0.772
1266,eye_drops_to_shelf,diffusion,failure,408,20.4,5,0.2451,0.699
1267,eye_drops_to_shelf,diffusion,failure,425,21.2,5,0.2353,0.534
1268,eye_drops_to_shelf,diffusion,failure,417,20.9,7,0.3357,0.712
1269,eye_drops_to_shelf,diffusion,failure,419,20.9,4,0.1909,0.821
1270,eye_drops_to_shelf,diffusion,failure,418,20.9,5,0.2392,0.706
1271,eye_drops_to_shelf,diffusion,successful,321,16.1,4,0.2492,0.71
1272,eye_drops_to_shelf,diffusion,failure,421,21.1,5,0.2375,0.741
1273,eye_drops_to_shelf,diffusion,failure,417,20.9,5,0.2398,0.695
1274,eye_drops_to_shelf,diffusion,failure,420,21.0,4,0.1905,0.814
1275,eye_drops_to_shelf,diffusion,failure,434,21.7,5,0.2304,0.887
1276,eye_drops_to_shelf,diffusion,failure,417,20.9,6,0.2878,0.803
1277,eye_drops_to_shelf,diffusion,successful,282,14.1,4,0.2837,0.624
1278,eye_drops_to_shelf,diffusion,failure,417,20.9,5,0.2398,0.77
1279,eye_drops_to_shelf,diffusion,failure,421,21.1,3,0.1425,0.919
1280,eye_drops_to_shelf,act,failure,487,24.4,6,0.2464,0.945
1281,eye_drops_to_shelf,act,failure,492,24.6,8,0.3252,0.925
1282,eye_drops_to_shelf,act,failure,495,24.8,14,0.5657,0.588
1283,eye_drops_to_shelf,act,failure,492,24.6,8,0.3252,0.923
1284,eye_drops_to_shelf,act,failure,498,24.9,8,0.3213,0.906
1285,eye_drops_to_shelf,act,failure,494,24.7,9,0.3644,0.824
1286,eye_drops_to_shelf,act,failure,497,24.9,6,0.2414,0.954
1287,eye_drops_to_shelf,act,failure,498,24.9,6,0.241,0.966
1288,eye_drops_to_shelf,act,failure,487,24.4,4,0.1643,0.973
1289,eye_drops_to_shelf,act,failure,498,24.9,18,0.7229,0.369
1290,eye_drops_to_shelf,act,failure,407,20.4,7,0.344,0.735
1291,eye_drops_to_shelf,act,failure,498,24.9,6,0.241,0.944
1292,eye_drops_to_shelf,act,failure,492,24.6,13,0.5285,0.892
1293,eye_drops_to_shelf,act,failure,496,24.8,8,0.3226,0.877
1294,eye_drops_to_shelf,act,failure,493,24.6,5,0.2028,0.949
1295,eye_drops_to_shelf,act,failure,496,24.8,14,0.5645,0.405
1296,eye_drops_to_shelf,act,failure,336,16.8,4,0.2381,0.923
1297,eye_drops_to_shelf,act,failure,493,24.6,13,0.5274,0.803
1298,eye_drops_to_shelf,act,failure,361,18.1,5,0.277,0.939
1299,eye_drops_to_shelf,act,failure,392,19.6,5,0.2551,0.365
1300,eye_drops_to_shelf,act,failure,499,24.9,10,0.4008,0.826
1301,eye_drops_to_shelf,act,failure,450,22.5,6,0.2667,0.944
1302,eye_drops_to_shelf,act,failure,495,24.8,10,0.404,0.897
1303,eye_drops_to_shelf,act,failure,495,24.8,8,0.3232,0.842
1304,eye_drops_to_shelf,act,failure,496,24.8,16,0.6452,0.53
1305,eye_drops_to_shelf,act,failure,494,24.7,13,0.5263,0.826
1306,eye_drops_to_shelf,act,failure,494,24.7,7,0.2834,0.911
1307,eye_drops_to_shelf,act,failure,496,24.8,9,0.3629,0.905
1308,eye_drops_to_shelf,act,failure,496,24.8,9,0.3629,0.871
1309,eye_drops_to_shelf,act,failure,463,23.1,10,0.432,0.801
1310,eye_drops_to_shelf,act,failure,494,24.7,6,0.2429,0.955
1311,eye_drops_to_shelf,act,failure,491,24.6,7,0.2851,0.949
1312,eye_drops_to_shelf,act,failure,499,24.9,7,0.2806,0.946
1313,eye_drops_to_shelf,act,failure,490,24.5,4,0.1633,0.992
1314,eye_drops_to_shelf,act,failure,498,24.9,5,0.2008,0.966
1315,eye_drops_to_shelf,act,failure,497,24.9,7,0.2817,0.956
1316,eye_drops_to_shelf,act,failure,493,24.6,4,0.1623,0.939
1317,eye_drops_to_shelf,act,failure,494,24.7,8,0.3239,0.931
1318,eye_drops_to_shelf,act,failure,490,24.5,4,0.1633,0.99
1319,eye_drops_to_shelf,act,failure,493,24.6,9,0.3651,0.943
1320,eye_drops_to_shelf,act,failure,496,24.8,9,0.3629,0.948
1321,eye_drops_to_shelf,act,failure,495,24.8,1,0.0404,1.0
1322,eye_drops_to_shelf,act,failure,495,24.8,3,0.1212,0.982
1323,eye_drops_to_shelf,act,failure,498,24.9,3,0.1205,0.988
1324,eye_drops_to_shelf,act,failure,488,24.4,5,0.2049,0.973
1325,eye_drops_to_shelf,act,failure,493,24.6,8,0.3245,0.941
1326,eye_drops_to_shelf,act,failure,494,24.7,14,0.5668,0.881
1327,eye_drops_to_shelf,act,failure,499,24.9,2,0.0802,0.996
1328,eye_drops_to_shelf,act,failure,498,24.9,13,0.5221,0.729
1329,eye_drops_to_shelf,act,failure,487,24.4,12,0.4928,0.922
1330,eye_drops_to_shelf,act,failure,491,24.6,3,0.1222,0.976
1331,eye_drops_to_shelf,act,failure,492,24.6,3,0.122,0.994
1332,eye_drops_to_shelf,act,failure,493,24.6,11,0.4462,0.876
1333,eye_drops_to_shelf,act,failure,490,24.5,8,0.3265,0.884
1334,eye_drops_to_shelf,act,failure,422,21.1,2,0.0948,0.988
1335,eye_drops_to_shelf,act,failure,480,24.0,6,0.25,0.915
1336,eye_drops_to_shelf,act,failure,498,24.9,13,0.5221,0.793
1337,eye_drops_to_shelf,act,failure,490,24.5,7,0.2857,0.896
1338,eye_drops_to_shelf,act,failure,489,24.4,10,0.409,0.908
1339,eye_drops_to_shelf,act,failure,499,24.9,12,0.481,0.91
1340,eye_drops_to_shelf,smolvla,failure,474,23.7,9,0.3797,0.454
1341,eye_drops_to_shelf,smolvla,failure,483,24.1,9,0.3727,0.499
1342,eye_drops_to_shelf,smolvla,failure,479,23.9,8,0.334,0.432
1343,eye_drops_to_shelf,smolvla,failure,481,24.1,8,0.3326,0.462
1344,eye_drops_to_shelf,smolvla,failure,476,23.8,7,0.2941,0.447
1345,eye_drops_to_shelf,smolvla,failure,481,24.1,7,0.2911,0.582
1346,eye_drops_to_shelf,smolvla,successful,178,8.9,3,0.3371,0.669
1347,eye_drops_to_shelf,smolvla,failure,479,23.9,7,0.2923,0.501
1348,eye_drops_to_shelf,smolvla,failure,460,23.0,8,0.3478,0.457
1349,eye_drops_to_shelf,smolvla,failure,488,24.4,9,0.3689,0.428
1350,eye_drops_to_shelf,smolvla,failure,482,24.1,9,0.3734,0.492
1351,eye_drops_to_shelf,smolvla,failure,482,24.1,8,0.332,0.475
1352,eye_drops_to_shelf,smolvla,failure,477,23.9,9,0.3774,0.344
1353,eye_drops_to_shelf,smolvla,failure,481,24.1,8,0.3326,0.499
1354,eye_drops_to_shelf,smolvla,failure,483,24.1,8,0.3313,0.499
1355,eye_drops_to_shelf,smolvla,failure,201,10.1,4,0.398,0.632
1356,eye_drops_to_shelf,smolvla,failure,477,23.9,7,0.2935,0.572
1357,eye_drops_to_shelf,smolvla,failure,483,24.1,8,0.3313,0.439
1358,eye_drops_to_shelf,smolvla,failure,483,24.1,8,0.3313,0.445
1359,eye_drops_to_shelf,smolvla,failure,376,18.8,6,0.3191,0.396
1360,eye_drops_to_shelf,smolvla,failure,480,24.0,9,0.375,0.36
1361,eye_drops_to_shelf,smolvla,failure,481,24.1,6,0.2495,0.453
1362,eye_drops_to_shelf,smolvla,failure,480,24.0,9,0.375,0.45
1363,eye_drops_to_shelf,smolvla,failure,481,24.1,7,0.2911,0.526
1364,eye_drops_to_shelf,smolvla,failure,480,24.0,9,0.375,0.492
1365,eye_drops_to_shelf,smolvla,failure,478,23.9,7,0.2929,0.5
1366,eye_drops_to_shelf,smolvla,failure,438,21.9,8,0.3653,0.418
1367,eye_drops_to_shelf,smolvla,failure,482,24.1,9,0.3734,0.51
1368,eye_drops_to_shelf,smolvla,failure,481,24.1,8,0.3326,0.451
1369,eye_drops_to_shelf,smolvla,failure,485,24.2,7,0.2887,0.406
1370,eye_drops_to_shelf,smolvla,failure,475,23.8,8,0.3368,0.339
1371,eye_drops_to_shelf,smolvla,failure,485,24.2,9,0.3711,0.338
1372,eye_drops_to_shelf,smolvla,failure,479,23.9,8,0.334,0.422
1373,eye_drops_to_shelf,smolvla,failure,243,12.2,5,0.4115,0.49
1374,eye_drops_to_shelf,smolvla,failure,482,24.1,9,0.3734,0.361
1375,eye_drops_to_shelf,smolvla,failure,301,15.1,6,0.3987,0.326
1376,eye_drops_to_shelf,smolvla,failure,367,18.4,6,0.327,0.428
1377,eye_drops_to_shelf,smolvla,successful,157,7.8,3,0.3822,0.592
1378,eye_drops_to_shelf,smolvla,failure,239,11.9,4,0.3347,0.456
1379,eye_drops_to_shelf,smolvla,failure,475,23.8,9,0.3789,0.368
1380,eye_drops_to_shelf,smolvla,failure,481,24.1,9,0.3742,0.362
1381,eye_drops_to_shelf,smolvla,failure,477,23.9,8,0.3354,0.306
1382,eye_drops_to_shelf,smolvla,failure,340,17.0,6,0.3529,0.465
1383,eye_drops_to_shelf,smolvla,failure,483,24.1,7,0.2899,0.499
1384,eye_drops_to_shelf,smolvla,failure,478,23.9,8,0.3347,0.527
1385,eye_drops_to_shelf,smolvla,failure,481,24.1,9,0.3742,0.316
1386,eye_drops_to_shelf,smolvla,failure,482,24.1,8,0.332,0.328
1387,eye_drops_to_shelf,smolvla,successful,157,7.8,3,0.3822,0.65
1388,eye_drops_to_shelf,smolvla,successful,174,8.7,3,0.3448,0.621
1389,eye_drops_to_shelf,smolvla,failure,486,24.3,10,0.4115,0.418
1390,eye_drops_to_shelf,smolvla,failure,481,24.1,9,0.3742,0.322
1391,eye_drops_to_shelf,smolvla,failure,484,24.2,9,0.3719,0.508
1392,eye_drops_to_shelf,smolvla,failure,480,24.0,7,0.2917,0.294
1393,eye_drops_to_shelf,smolvla,failure,479,23.9,8,0.334,0.353
1394,eye_drops_to_shelf,smolvla,failure,483,24.1,9,0.3727,0.342
1395,eye_drops_to_shelf,smolvla,failure,484,24.2,8,0.3306,0.393
1396,eye_drops_to_shelf,smolvla,failure,479,23.9,9,0.3758,0.376
1397,eye_drops_to_shelf,smolvla,failure,479,23.9,10,0.4175,0.38
1398,eye_drops_to_shelf,smolvla,failure,479,23.9,8,0.334,0.359
1399,eye_drops_to_shelf,smolvla,failure,457,22.9,6,0.2626,0.403
1400,eye_drops_to_shelf,molmoact2,failure,406,20.3,4,0.197,0.51
1401,eye_drops_to_shelf,molmoact2,failure,423,21.1,6,0.2837,0.461
1402,eye_drops_to_shelf,molmoact2,failure,424,21.2,7,0.3302,0.432
1403,eye_drops_to_shelf,molmoact2,failure,435,21.8,6,0.2759,0.476
1404,eye_drops_to_shelf,molmoact2,failure,420,21.0,5,0.2381,0.457
1405,eye_drops_to_shelf,molmoact2,failure,426,21.3,6,0.2817,0.465
1406,eye_drops_to_shelf,molmoact2,failure,421,21.1,6,0.285,0.411
1407,eye_drops_to_shelf,molmoact2,failure,429,21.4,5,0.2331,0.399
1408,eye_drops_to_shelf,molmoact2,failure,422,21.1,5,0.237,0.476
1409,eye_drops_to_shelf,molmoact2,failure,430,21.5,5,0.2326,0.353
1410,eye_drops_to_shelf,molmoact2,failure,431,21.6,8,0.3712,0.334
1411,eye_drops_to_shelf,molmoact2,failure,421,21.1,5,0.2375,0.461
1412,eye_drops_to_shelf,molmoact2,failure,421,21.1,4,0.19,0.354
1413,eye_drops_to_shelf,molmoact2,failure,374,18.7,5,0.2674,0.372
1414,eye_drops_to_shelf,molmoact2,failure,421,21.1,5,0.2375,0.38
1415,eye_drops_to_shelf,molmoact2,failure,412,20.6,6,0.2913,0.505
1416,eye_drops_to_shelf,molmoact2,failure,425,21.2,8,0.3765,0.407
1417,eye_drops_to_shelf,molmoact2,failure,421,21.1,6,0.285,0.425
1418,eye_drops_to_shelf,molmoact2,failure,430,21.5,6,0.2791,0.386
1419,eye_drops_to_shelf,molmoact2,failure,421,21.1,5,0.2375,0.325
1420,eye_drops_to_shelf,molmoact2,failure,421,21.1,3,0.1425,0.857
1421,eye_drops_to_shelf,molmoact2,failure,421,21.1,6,0.285,0.496
1422,eye_drops_to_shelf,molmoact2,failure,427,21.4,7,0.3279,0.569
1423,eye_drops_to_shelf,molmoact2,failure,412,20.6,7,0.3398,0.354
1424,eye_drops_to_shelf,molmoact2,failure,421,21.1,6,0.285,0.392
1425,eye_drops_to_shelf,molmoact2,failure,411,20.6,5,0.2433,0.355
1426,eye_drops_to_shelf,molmoact2,failure,410,20.5,7,0.3415,0.505
1427,eye_drops_to_shelf,molmoact2,failure,442,22.1,5,0.2262,0.294
1428,eye_drops_to_shelf,molmoact2,failure,424,21.2,4,0.1887,0.354
1429,eye_drops_to_shelf,molmoact2,failure,433,21.6,7,0.3233,0.344
1430,eye_drops_to_shelf,molmoact2,failure,415,20.8,7,0.3373,0.446
1431,eye_drops_to_shelf,molmoact2,failure,299,14.9,3,0.2007,0.468
1432,eye_drops_to_shelf,molmoact2,failure,422,21.1,4,0.1896,0.784
1433,eye_drops_to_shelf,molmoact2,successful,181,9.1,3,0.3315,0.685
1434,eye_drops_to_shelf,molmoact2,failure,427,21.4,7,0.3279,0.461
1435,eye_drops_to_shelf,molmoact2,successful,185,9.2,3,0.3243,0.735
1436,eye_drops_to_shelf,molmoact2,failure,419,20.9,7,0.3341,0.48
1437,eye_drops_to_shelf,molmoact2,successful,160,8.0,3,0.375,0.706
1438,eye_drops_to_shelf,molmoact2,successful,181,9.1,3,0.3315,0.674
1439,eye_drops_to_shelf,molmoact2,failure,423,21.1,5,0.2364,0.52
1440,eye_drops_to_shelf,molmoact2,failure,436,21.8,8,0.367,0.502
1441,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.682
1442,eye_drops_to_shelf,molmoact2,failure,402,20.1,5,0.2488,0.381
1443,eye_drops_to_shelf,molmoact2,successful,180,9.0,3,0.3333,0.667
1444,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.671
1445,eye_drops_to_shelf,molmoact2,failure,413,20.6,7,0.339,0.402
1446,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.647
1447,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.653
1448,eye_drops_to_shelf,molmoact2,failure,424,21.2,2,0.0943,0.134
1449,eye_drops_to_shelf,molmoact2,successful,171,8.6,3,0.3509,0.626
1450,eye_drops_to_shelf,molmoact2,failure,416,20.8,6,0.2885,0.596
1451,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.682
1452,eye_drops_to_shelf,molmoact2,failure,449,22.4,7,0.3118,0.526
1453,eye_drops_to_shelf,molmoact2,failure,431,21.6,6,0.2784,0.527
1454,eye_drops_to_shelf,molmoact2,failure,448,22.4,6,0.2679,0.348
1455,eye_drops_to_shelf,molmoact2,successful,170,8.5,3,0.3529,0.671
1456,eye_drops_to_shelf,molmoact2,successful,180,9.0,3,0.3333,0.667
1457,eye_drops_to_shelf,molmoact2,failure,429,21.4,6,0.2797,0.375
1458,eye_drops_to_shelf,molmoact2,failure,450,22.5,5,0.2222,0.553
1459,eye_drops_to_shelf,molmoact2,successful,178,8.9,3,0.3371,0.691
1460,eye_drops_to_shelf,grootn1.7,successful,130,6.5,3,0.4615,0.585
1461,eye_drops_to_shelf,grootn1.7,failure,369,18.4,5,0.271,0.209
1462,eye_drops_to_shelf,grootn1.7,successful,146,7.3,3,0.411,0.705
1463,eye_drops_to_shelf,grootn1.7,successful,160,8.0,3,0.375,0.7
1464,eye_drops_to_shelf,grootn1.7,successful,244,12.2,4,0.3279,0.754
1465,eye_drops_to_shelf,grootn1.7,failure,205,10.2,4,0.3902,0.468
1466,eye_drops_to_shelf,grootn1.7,failure,353,17.6,5,0.2833,0.329
1467,eye_drops_to_shelf,grootn1.7,successful,161,8.1,3,0.3727,0.702
1468,eye_drops_to_shelf,grootn1.7,failure,362,18.1,6,0.3315,0.26
1469,eye_drops_to_shelf,grootn1.7,failure,375,18.8,5,0.2667,0.851
1470,eye_drops_to_shelf,grootn1.7,successful,204,10.2,3,0.2941,0.765
1471,eye_drops_to_shelf,grootn1.7,successful,161,8.1,3,0.3727,0.658
1472,eye_drops_to_shelf,grootn1.7,failure,365,18.2,10,0.5479,0.488
1473,eye_drops_to_shelf,grootn1.7,successful,145,7.2,3,0.4138,0.634
1474,eye_drops_to_shelf,grootn1.7,failure,360,18.0,11,0.6111,0.453
1475,eye_drops_to_shelf,grootn1.7,failure,361,18.1,3,0.1662,0.166
1476,eye_drops_to_shelf,grootn1.7,successful,187,9.3,3,0.3209,0.695
1477,eye_drops_to_shelf,grootn1.7,failure,360,18.0,5,0.2778,0.592
1478,eye_drops_to_shelf,grootn1.7,failure,355,17.8,11,0.6197,0.713
1479,eye_drops_to_shelf,grootn1.7,failure,371,18.6,9,0.4852,0.744
1480,eye_drops_to_shelf,grootn1.7,successful,173,8.7,4,0.4624,0.74
1481,eye_drops_to_shelf,grootn1.7,failure,353,17.6,7,0.3966,0.691
1482,eye_drops_to_shelf,grootn1.7,failure,362,18.1,9,0.4972,0.583
1483,eye_drops_to_shelf,grootn1.7,failure,355,17.8,7,0.3944,0.327
1484,eye_drops_to_shelf,grootn1.7,failure,372,18.6,5,0.2688,0.29
1485,eye_drops_to_shelf,grootn1.7,failure,365,18.2,10,0.5479,0.674
1486,eye_drops_to_shelf,grootn1.7,successful,180,9.0,3,0.3333,0.706
1487,eye_drops_to_shelf,grootn1.7,failure,353,17.6,8,0.4533,0.572
1488,eye_drops_to_shelf,grootn1.7,successful,147,7.3,3,0.4082,0.66
1489,eye_drops_to_shelf,grootn1.7,successful,181,9.1,3,0.3315,0.707
1490,eye_drops_to_shelf,pi0,failure,486,24.3,7,0.2881,0.636
1491,eye_drops_to_shelf,pi0,successful,181,9.1,3,0.3315,0.657
1492,eye_drops_to_shelf,pi0,failure,397,19.9,5,0.2519,0.456
1493,eye_drops_to_shelf,pi0,successful,266,13.3,4,0.3008,0.65
1494,eye_drops_to_shelf,pi0,successful,184,9.2,3,0.3261,0.69
1495,eye_drops_to_shelf,pi0,successful,300,15.0,6,0.4,0.597
1496,eye_drops_to_shelf,pi0,successful,320,16.0,8,0.5,0.634
1497,eye_drops_to_shelf,pi0,successful,176,8.8,3,0.3409,0.688
1498,eye_drops_to_shelf,pi0,successful,160,8.0,3,0.375,0.656
1499,eye_drops_to_shelf,pi0,failure,482,24.1,6,0.249,0.581
1500,eye_drops_to_shelf,pi0,successful,414,20.7,6,0.2899,0.481
1501,eye_drops_to_shelf,pi0,successful,194,9.7,3,0.3093,0.727
1502,eye_drops_to_shelf,pi0,successful,245,12.2,4,0.3265,0.58
1503,eye_drops_to_shelf,pi0,failure,479,23.9,5,0.2088,0.545
1504,eye_drops_to_shelf,pi0,successful,316,15.8,4,0.2532,0.509
1505,eye_drops_to_shelf,pi0,successful,168,8.4,3,0.3571,0.673
1506,eye_drops_to_shelf,pi0,successful,182,9.1,3,0.3297,0.687
1507,eye_drops_to_shelf,pi0,successful,196,9.8,4,0.4082,0.719
1508,eye_drops_to_shelf,pi0,successful,178,8.9,3,0.3371,0.708
1509,eye_drops_to_shelf,pi0,successful,175,8.8,3,0.3429,0.703
1510,eye_drops_to_shelf,pi0,failure,283,14.2,5,0.3534,0.36
1511,eye_drops_to_shelf,pi0,failure,412,20.6,6,0.2913,0.454
1512,eye_drops_to_shelf,pi0,successful,392,19.6,7,0.3571,0.584
1513,eye_drops_to_shelf,pi0,successful,196,9.8,3,0.3061,0.724
1514,eye_drops_to_shelf,pi0,successful,180,9.0,3,0.3333,0.706
1515,eye_drops_to_shelf,pi0,failure,475,23.8,7,0.2947,0.444
1516,eye_drops_to_shelf,pi0,successful,183,9.2,3,0.3279,0.71
1517,eye_drops_to_shelf,pi0,successful,181,9.1,3,0.3315,0.591
1518,eye_drops_to_shelf,pi0,successful,242,12.1,3,0.2479,0.764
1519,eye_drops_to_shelf,pi0.5,successful,482,24.1,7,0.2905,0.328
1520,eye_drops_to_shelf,pi0.5,failure,480,24.0,3,0.125,0.163
1521,eye_drops_to_shelf,pi0.5,successful,300,15.0,5,0.3333,0.613
1522,eye_drops_to_shelf,pi0.5,successful,189,9.4,3,0.3175,0.64
1523,eye_drops_to_shelf,pi0.5,successful,200,10.0,3,0.3,0.735
1524,eye_drops_to_shelf,pi0.5,successful,170,8.5,3,0.3529,0.671
1525,eye_drops_to_shelf,pi0.5,failure,393,19.6,7,0.3562,0.57
1526,eye_drops_to_shelf,pi0.5,successful,148,7.4,3,0.4054,0.622
1527,eye_drops_to_shelf,pi0.5,successful,203,10.2,3,0.2956,0.704
1528,eye_drops_to_shelf,pi0.5,successful,164,8.2,3,0.3659,0.652
1529,eye_drops_to_shelf,pi0.5,failure,479,23.9,7,0.2923,0.474
1530,eye_drops_to_shelf,pi0.5,failure,479,23.9,7,0.2923,0.52
1531,eye_drops_to_shelf,pi0.5,failure,477,23.9,5,0.2096,0.369
1532,eye_drops_to_shelf,pi0.5,successful,170,8.5,3,0.3529,0.688
1533,eye_drops_to_shelf,pi0.5,failure,473,23.6,3,0.1268,0.273
1534,eye_drops_to_shelf,pi0.5,successful,164,8.2,3,0.3659,0.677
1535,eye_drops_to_shelf,pi0.5,successful,163,8.2,3,0.3681,0.693
1536,eye_drops_to_shelf,pi0.5,failure,304,15.2,3,0.1974,0.615
1537,eye_drops_to_shelf,pi0.5,successful,160,8.0,3,0.375,0.669
1538,eye_drops_to_shelf,pi0.5,failure,480,24.0,7,0.2917,0.671
1539,eye_drops_to_shelf,pi0.5,successful,176,8.8,3,0.3409,0.682
1540,eye_drops_to_shelf,pi0.5,successful,163,8.2,3,0.3681,0.638
1541,eye_drops_to_shelf,pi0.5,successful,158,7.9,3,0.3797,0.671
1542,eye_drops_to_shelf,pi0.5,successful,174,8.7,3,0.3448,0.684
1543,eye_drops_to_shelf,pi0.5,successful,260,13.0,5,0.3846,0.562
1544,eye_drops_to_shelf,pi0.5,failure,481,24.1,6,0.2495,0.387
1545,eye_drops_to_shelf,pi0.5,successful,177,8.8,3,0.339,0.655
1546,eye_drops_to_shelf,pi0.5,successful,347,17.4,5,0.2882,0.432
1547,eye_drops_to_shelf,pi0.5,successful,169,8.4,3,0.355,0.686
1548,eye_drops_to_shelf,pi0.5,successful,162,8.1,3,0.3704,0.648
1549,eye_drops_to_shelf,teleoperated,successful,246,12.3,3,0.2439,0.785
1550,eye_drops_to_shelf,teleoperated,successful,265,13.2,3,0.2264,0.785
1551,eye_drops_to_shelf,teleoperated,successful,198,9.9,3,0.303,0.702
1552,eye_drops_to_shelf,teleoperated,successful,272,13.6,4,0.2941,0.798
1553,eye_drops_to_shelf,teleoperated,successful,220,11.0,3,0.2727,0.727
1554,eye_drops_to_shelf,teleoperated,successful,225,11.2,3,0.2667,0.769
1555,eye_drops_to_shelf,teleoperated,successful,196,9.8,3,0.3061,0.699
1556,eye_drops_to_shelf,teleoperated,successful,258,12.9,3,0.2326,0.698
1557,eye_drops_to_shelf,teleoperated,successful,197,9.8,3,0.3046,0.701
1558,eye_drops_to_shelf,teleoperated,successful,239,11.9,3,0.251,0.623
1559,eye_drops_to_shelf,teleoperated,successful,273,13.7,3,0.2198,0.648
1560,eye_drops_to_shelf,teleoperated,successful,207,10.3,3,0.2899,0.758
1561,eye_drops_to_shelf,teleoperated,successful,226,11.3,3,0.2655,0.726
1562,eye_drops_to_shelf,teleoperated,successful,196,9.8,3,0.3061,0.724
1563,eye_drops_to_shelf,teleoperated,successful,231,11.6,3,0.2597,0.667
1564,eye_drops_to_shelf,teleoperated,successful,254,12.7,3,0.2362,0.752
1565,eye_drops_to_shelf,teleoperated,successful,272,13.6,3,0.2206,0.68
1566,eye_drops_to_shelf,teleoperated,successful,227,11.3,3,0.2643,0.722
1567,eye_drops_to_shelf,teleoperated,successful,217,10.8,3,0.2765,0.696
1568,eye_drops_to_shelf,teleoperated,successful,314,15.7,3,0.1911,0.5
1569,eye_drops_to_shelf,teleoperated,successful,239,11.9,3,0.251,0.531
1570,eye_drops_to_shelf,teleoperated,successful,206,10.3,3,0.2913,0.738
1571,eye_drops_to_shelf,teleoperated,successful,217,10.8,3,0.2765,0.742
1572,eye_drops_to_shelf,teleoperated,successful,190,9.5,3,0.3158,0.616
1573,eye_drops_to_shelf,teleoperated,successful,189,9.4,3,0.3175,0.677
1574,eye_drops_to_shelf,teleoperated,successful,321,16.1,3,0.1869,0.483
1575,eye_drops_to_shelf,teleoperated,successful,259,12.9,3,0.2317,0.772
1576,eye_drops_to_shelf,teleoperated,successful,210,10.5,3,0.2857,0.752
1577,eye_drops_to_shelf,teleoperated,successful,234,11.7,3,0.2564,0.748
1578,eye_drops_to_shelf,teleoperated,successful,218,10.9,3,0.2752,0.683
1579,eye_drops_to_shelf,teleoperated,successful,272,13.6,3,0.2206,0.798
1580,eye_drops_to_shelf,teleoperated,successful,192,9.6,3,0.3125,0.693
1581,eye_drops_to_shelf,teleoperated,successful,205,10.2,3,0.2927,0.678
1582,eye_drops_to_shelf,teleoperated,successful,204,10.2,3,0.2941,0.755
1583,eye_drops_to_shelf,teleoperated,successful,170,8.5,3,0.3529,0.741
1584,eye_drops_to_shelf,teleoperated,successful,266,13.3,3,0.2256,0.763
1585,eye_drops_to_shelf,teleoperated,successful,205,10.2,3,0.2927,0.737
1586,eye_drops_to_shelf,teleoperated,successful,274,13.7,3,0.219,0.818
1587,eye_drops_to_shelf,teleoperated,successful,172,8.6,3,0.3488,0.738
1588,eye_drops_to_shelf,teleoperated,successful,161,8.1,3,0.3727,0.752
1589,eye_drops_to_shelf,teleoperated,successful,177,8.8,3,0.339,0.74
1590,eye_drops_to_shelf,teleoperated,successful,216,10.8,3,0.2778,0.704
1591,eye_drops_to_shelf,teleoperated,successful,168,8.4,3,0.3571,0.714
1592,eye_drops_to_shelf,teleoperated,successful,230,11.5,3,0.2609,0.539
1593,eye_drops_to_shelf,teleoperated,successful,189,9.4,3,0.3175,0.651
1594,eye_drops_to_shelf,teleoperated,successful,235,11.8,3,0.2553,0.587
1595,eye_drops_to_shelf,teleoperated,successful,304,15.2,3,0.1974,0.74
1596,eye_drops_to_shelf,teleoperated,successful,175,8.8,3,0.3429,0.72
1597,eye_drops_to_shelf,teleoperated,successful,173,8.7,3,0.3468,0.728
1598,eye_drops_to_shelf,teleoperated,successful,182,9.1,3,0.3297,0.648
1599,eye_drops_to_basket,diffusion,successful,164,8.2,3,0.3659,0.701
1600,eye_drops_to_basket,diffusion,failure,425,21.2,6,0.2824,0.748
1601,eye_drops_to_basket,diffusion,failure,419,20.9,6,0.2864,0.742
1602,eye_drops_to_basket,diffusion,failure,412,20.6,7,0.3398,0.718
1603,eye_drops_to_basket,diffusion,failure,433,21.6,5,0.2309,0.702
1604,eye_drops_to_basket,diffusion,successful,161,8.1,3,0.3727,0.752
1605,eye_drops_to_basket,diffusion,successful,304,15.2,5,0.3289,0.724
1606,eye_drops_to_basket,diffusion,failure,420,21.0,5,0.2381,0.7
1607,eye_drops_to_basket,diffusion,successful,193,9.7,3,0.3109,0.777
1608,eye_drops_to_basket,diffusion,failure,281,14.1,4,0.2847,0.715
1609,eye_drops_to_basket,diffusion,successful,178,8.9,3,0.3371,0.747
